"","state","start_date","end_date","sample_size","answer","pct","pollster","transparency_score","Per.Capita.Disposable.Income..ACS.","One.Year.Change.Unemployment.Rate..BLS.","X4.Year.Change.Unemployment..BLS.","Percentage.Below.the.Poverty.Level..ACS.","X2020.Electoral.Result","edu_expenditure","house_price","fivethirtyeight_dem","fivethirtyeight_rep","feelingtherm_dem","feelingtherm_rep","affectivepolarization","State.Ideology","Immig_feeling_avg","harris_disbursement","trump_disbursement","White_population","Nonwhite_population","Age","Male","Female","Religion_Evan"
"316","Arizona",2023-12-01,2023-12-08,694,"Biden",41,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"317","Arizona",2023-12-01,2023-12-08,694,"Trump",46,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"318","Arizona",2023-12-01,2023-12-08,694,"Biden",35,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"319","Arizona",2023-12-01,2023-12-08,694,"Trump",40,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"320","Arizona",2023-12-01,2023-12-08,694,"Biden",32,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"321","Arizona",2023-12-01,2023-12-08,694,"Trump",40,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"322","Arizona",2023-12-01,2023-12-08,694,"Biden",30,"VCreek/AMG",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"323","Arizona",2023-11-27,2023-12-06,796,"Biden",37,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"324","Arizona",2023-11-27,2023-12-06,796,"Trump",40,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"325","Arizona",2023-11-27,2023-12-06,796,"Biden",42,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"326","Arizona",2023-11-27,2023-12-06,796,"Trump",46,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"327","Arizona",2023-11-27,2023-12-01,550,"Biden",34,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"328","Arizona",2023-11-27,2023-12-01,550,"Trump",39,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"329","Arizona",2023-11-27,2023-12-01,550,"Biden",43,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"330","Arizona",2023-11-27,2023-12-01,550,"Trump",48,"J.L. Partners",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"331","Arizona",2023-11-27,2023-11-29,1103,"Biden",33,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"332","Arizona",2023-11-27,2023-11-29,1103,"Trump",40,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"333","Arizona",2023-11-27,2023-11-29,1103,"Biden",34,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"334","Arizona",2023-11-27,2023-11-29,1103,"Biden",33,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"335","Arizona",2023-11-13,2023-11-20,800,"Biden",42,"Tulchin Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"336","Arizona",2023-11-13,2023-11-20,800,"Trump",42,"Tulchin Research",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"337","Arizona",2023-10-30,2023-11-07,800,"Biden",42,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"338","Arizona",2023-10-30,2023-11-07,800,"Trump",46,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"339","Arizona",2023-10-30,2023-11-07,800,"Biden",36,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"340","Arizona",2023-10-30,2023-11-07,800,"Trump",40,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"341","Arizona",2023-10-30,2023-11-04,1000,"Biden",40.6,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"342","Arizona",2023-10-30,2023-11-04,1000,"Trump",42.8,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"343","Arizona",2023-10-30,2023-11-04,778,"Biden",43.7,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"344","Arizona",2023-10-30,2023-11-04,778,"Trump",45.5,"Emerson",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"345","Arizona",2023-10-22,2023-11-03,603,"Biden",44,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"346","Arizona",2023-10-22,2023-11-03,603,"Trump",49,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"347","Arizona",2023-10-22,2023-11-03,603,"Biden",44,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"348","Arizona",2023-10-22,2023-11-03,603,"Trump",49,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"349","Arizona",2023-10-22,2023-11-03,603,"Harris",43,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"350","Arizona",2023-10-22,2023-11-03,603,"Trump",48,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"351","Arizona",2023-10-22,2023-11-03,603,"Harris",43,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"352","Arizona",2023-10-22,2023-11-03,603,"Trump",48,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"353","Arizona",2023-10-22,2023-11-03,603,"Biden",41,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"354","Arizona",2023-10-22,2023-11-03,603,"Biden",42,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"355","Arizona",2023-10-22,2023-11-03,603,"Biden",38,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"356","Arizona",2023-10-22,2023-11-03,603,"Biden",37,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"357","Arizona",2023-10-22,2023-11-03,603,"Biden",33,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"358","Arizona",2023-10-22,2023-11-03,603,"Trump",33,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"359","Arizona",2023-10-22,2023-11-03,603,"Biden",34,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"360","Arizona",2023-10-22,2023-11-03,603,"Trump",34,"Siena/NYT",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"361","Arizona",2023-10-25,2023-10-31,1010,"Biden",38,"Noble Predictive Insights",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"362","Arizona",2023-10-25,2023-10-31,1010,"Trump",46,"Noble Predictive Insights",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"363","Arizona",2023-10-25,2023-10-31,1010,"Biden",37,"Noble Predictive Insights",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"364","Arizona",2023-10-05,2023-10-10,804,"Biden",43,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"365","Arizona",2023-10-05,2023-10-10,804,"Trump",47,"Morning Consult",3,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"366","Arizona",2023-10-07,2023-10-08,627,"Biden",39,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"367","Arizona",2023-10-07,2023-10-08,627,"Trump",44,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"368","Arizona",2023-10-07,2023-10-08,627,"Biden",37,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"369","Arizona",2023-10-07,2023-10-08,627,"Trump",42,"Redfield & Wilton Strategies",9,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"370","Arizona",2023-08-02,2023-08-04,1337,"Biden",43.2,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"371","Arizona",2023-08-02,2023-08-04,1337,"Trump",44.7,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"372","Arizona",2023-08-02,2023-08-04,1337,"Biden",40.6,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"373","Arizona",2023-08-02,2023-08-04,1337,"Trump",41.8,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"374","Arizona",2023-07-22,2023-07-24,500,"Biden",40,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"375","Arizona",2023-07-22,2023-07-24,500,"Biden",46,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"376","Arizona",2023-07-22,2023-07-24,500,"Trump",46,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"377","Arizona",2023-06-14,2023-06-28,500,"Biden",48,"Prime Group",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"378","Arizona",2023-06-14,2023-06-28,500,"Trump",52,"Prime Group",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"379","Arizona",2023-06-17,2023-06-19,500,"Biden",41,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"380","Arizona",2023-06-17,2023-06-19,500,"Biden",45,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"381","Arizona",2023-06-17,2023-06-19,500,"Trump",43,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"382","Arizona",2023-05-15,2023-05-17,500,"Biden",43,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"383","Arizona",2023-05-15,2023-05-17,500,"Biden",46,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"384","Arizona",2023-05-15,2023-05-17,500,"Trump",44,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"385","Arizona",2023-05-15,2023-05-17,500,"Biden",45,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"386","Arizona",2023-04-11,2023-04-13,500,"Biden",42,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"387","Arizona",2023-04-11,2023-04-13,500,"Biden",45,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"388","Arizona",2023-04-11,2023-04-13,500,"Trump",44,"Public Opinion Strategies",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"389","Arizona",2023-03-13,2023-03-14,1001,"Biden",39,"Rasmussen",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"390","Arizona",2023-03-13,2023-03-14,1001,"Trump",50,"Rasmussen",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"391","Arizona",2023-01-31,2023-02-09,1000,"Biden",39,"OH Predictive Insights / MBQF",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"392","Arizona",2023-01-31,2023-02-09,1000,"Trump",37,"OH Predictive Insights / MBQF",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"393","Arizona",2023-01-31,2023-02-09,1000,"Biden",35,"OH Predictive Insights / MBQF",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"394","Arizona",2023-01-05,2023-01-08,618,"Biden",37,"Blueprint Polling",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"395","Arizona",2023-01-05,2023-01-08,618,"Biden",35.2,"Blueprint Polling",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"396","Arizona",2023-01-05,2023-01-08,618,"Trump",38.3,"Blueprint Polling",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"397","Arizona",2022-11-08,2022-11-09,874,"Biden",47,"Rasmussen",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"398","Arizona",2022-11-08,2022-11-09,874,"Trump",45,"Rasmussen",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"399","Arizona",2022-11-02,2022-11-06,809,"Biden",41,"Targoz Market Research",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"400","Arizona",2022-11-02,2022-11-06,809,"Trump",54,"Targoz Market Research",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"401","Arizona",2022-11-02,2022-11-06,560,"Biden",45,"Targoz Market Research",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"402","Arizona",2022-11-02,2022-11-06,560,"Trump",53,"Targoz Market Research",7,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"403","Arizona",2022-10-30,2022-11-01,1000,"Biden",42,"Emerson",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"404","Arizona",2022-10-30,2022-11-01,1000,"Trump",46.2,"Emerson",6,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"405","Arizona",2022-09-06,2022-09-07,627,"Biden",41,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"406","Arizona",2022-09-06,2022-09-07,627,"Trump",44.2,"Emerson",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"407","Arizona",2022-08-31,2022-09-07,773,"Biden",43,"Echelon Insights",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"408","Arizona",2022-08-31,2022-09-07,773,"Trump",47,"Echelon Insights",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"409","Arizona",2022-08-31,2022-09-07,773,"Biden",43,"Echelon Insights",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"410","Arizona",2022-05-12,2022-05-16,608,"Biden",40.8,"Blueprint Polling",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"411","Arizona",2022-05-12,2022-05-16,608,"Trump",40.7,"Blueprint Polling",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"412","Arizona",2021-11-11,2021-11-16,600,"Biden",43,"Fabrizio",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"413","Arizona",2021-11-11,2021-11-16,600,"Trump",51,"Fabrizio",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
"414","Arizona",2021-06-17,2021-06-23,600,"Biden",51,"Bendixen & Amandi International",NA,55333,0.1,-0.9,0.12,1,10899,388545,46.1992157,46.6235294,44.77895,45.49263,-0.71368,1,1.34615385,288926.8,193009.03,0.54,0.43,37.9,0.5,0.5,0.11
